label,text_len,text_punct,text_cap,raw_text
spam,138,0.058,0.928,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU   "
ham,24,0.0,0.042,Then we gotta do it after that   
ham,37,0.054,0.027,"I've got ten bucks, jay is being noncomittal   "
ham,20,0.0,0.05,Where at were hungry too   
ham,29,0.034,0.034,Pls speak to that customer machan.   
ham,120,0.042,0.0,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams   
ham,146,0.075,0.021,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.   "
spam,122,0.066,0.213,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs   
ham,42,0.024,0.024,So wats ur opinion abt him and how abt is character?   
ham,66,0.0,0.015,Jay is snickering and tells me that x is totally fucking up the chords as we speak   
ham,33,0.121,0.03,No..few hours before.went to hair cut .   
ham,63,0.143,0.048,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...   
ham,27,0.074,0.074,Lmao. Take a pic and send it to me.   
ham,69,0.145,0.029,"\Speak only when you feel your words are better than the silence...\"" Gud mrng:-)""   "
ham,35,0.086,0.057,No. She's currently in scotland for that.   
ham,21,0.048,0.048,Do you work all this week ?   
spam,128,0.023,0.094,Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16   
ham,27,0.037,0.037,Lol great now im getting hungry.   
ham,28,0.143,0.036,Yes.. now only saw your message..   
ham,32,0.188,0.031,I'll be at mu in like  &lt;#&gt;  seconds   
ham,5,0.6,0.2,Ok...   
ham,103,0.029,0.951,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x   
ham,136,0.044,0.015,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who \smokes too much\"" for the entire month of february  I'll come up""  "
spam,60,0.05,0.033,For sale - arsenal dartboard. Good condition but no doubles or trebles!   
ham,112,0.054,0.018,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!   
ham,103,0.058,0.029,"My painful personal thought- \I always try to keep everybody happy all the time. But nobody recognises me when i am alone\""""   "
ham,32,0.031,0.062,Thanks for ve lovely wisheds. You rock   
ham,50,0.04,0.04,You intrepid duo you! Have a great time and see you both soon.    
ham,38,0.026,0.026,I asked sen to come chennai and search for job.   
ham,18,0.167,0.056,Dad went out oredi...    
ham,93,0.054,0.022,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.   "
ham,56,0.089,0.054,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...   
ham,28,0.107,0.071,"Arms fine, how's Cardiff and uni?    "
ham,57,0.018,0.035,In fact when do you leave? I think addie goes back to school tues or wed   
ham,114,0.184,0.246,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: \GOODMORNING &amp; HAVE A NICE DAY\"" :)""   "
ham,24,0.167,0.042,Ya:)going for restaurant..   
ham,29,0.103,0.034,"Its ok., i just askd did u knw tht no?   "
spam,116,0.043,0.147,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.   
ham,23,0.0,0.043,Those ducking chinchillas   
ham,22,0.0,0.045,I am in a marriage function   
ham,128,0.023,0.016,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.   
ham,88,0.023,0.057,DonÛ÷t give a flying monkeys wot they think and I certainly donÛ÷t mind. Any friend of mine and all that!   
spam,115,0.0,0.052,As a registered optin subscriber ur draw 4 å£100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts   
ham,11,0.091,0.0,say thanks2.    
ham,21,0.048,0.048,Msg me when rajini comes.   
ham,52,0.096,0.058,Ya! when are Ì_ taking ure practical lessons? I start in june..     
ham,28,0.071,0.071,"That's good, because I need drugs   "
ham,21,0.048,0.048,Stupid.its not possible   
ham,43,0.07,0.047,Can Ì_ all decide faster cos my sis going home liao..   
spam,131,0.031,0.191,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804   
ham,85,0.106,0.059,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..   
spam,129,0.023,0.217,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Callså£1/minmoremobsEMSPOBox45PO139WA   
ham,115,0.035,0.009,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.   "
spam,68,0.0,0.015,Bought one ringtone and now getting texts costing 3 pound offering more tones etc   
ham,120,0.075,0.025,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D   "
ham,42,0.071,0.095,Kinda. First one gets in at twelve! Aah. Speak tomo   
spam,129,0.054,0.116,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!   "
ham,91,0.132,0.066,Ok good then i later come find Ì_... C lucky i told Ì_ to go earlier... Later pple take finish Ì_ no more again...   
ham,103,0.049,0.029,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.   
spam,135,0.067,0.222,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+   "
ham,147,0.109,0.19,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .   
ham,35,0.029,0.029,I wont touch you with out your permission.   
spam,134,0.022,0.187,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Callså£1/minMobsmoreLKPOBOX177HP51FL   
ham,124,0.056,0.161,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""   "
ham,31,0.0,0.032,Take some small dose tablet for fever   
ham,51,0.039,0.137,Oh. U must have taken your REAL Valentine out shopping first.   
ham,59,0.034,0.051,"Just sent you an email ÛÒ to an address with incomm in it, is that right?   "
ham,73,0.041,0.027,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early   "
ham,112,0.062,0.054,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e   "
ham,71,0.113,0.042,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!   "
ham,59,0.051,0.034,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?   
ham,27,0.0,0.037,Why you keeping me away like this   
ham,72,0.028,0.028,I think its far more than that but find out. Check google maps for a place from your dorm.   
ham,118,0.034,0.017,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.   
ham,28,0.036,0.036,Have you always been saying welp?   
ham,27,0.074,0.037,"I'm a guy, browsin is compulsory   "
ham,5,0.6,0.2,Ok...   
ham,126,0.024,0.024,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu   
ham,19,0.105,0.105,"Sorry, I'll call later   "
ham,103,0.049,0.029,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)   "
ham,122,0.049,0.049,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea   "
ham,26,0.077,0.038,I told your number to gautham..   
ham,43,0.023,0.023,Tell them no need to investigate about me anywhere.   
ham,15,0.133,0.067,Ok i juz receive..   
ham,139,0.029,0.022,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.   "
spam,109,0.064,0.156,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz   "
ham,62,0.032,0.032,In the end she might still vomit but its okay. Not everything will come out.   
ham,65,0.169,0.031,How are you with moneY...as in to you...money aint a thing....how are you sha!   
ham,91,0.033,0.044,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c   
ham,47,0.064,0.043,Hey gals.. Anyone of u going down to e driving centre tmr?   
ham,125,0.048,0.024,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.   
ham,48,0.125,0.125,I'm putting it on now. It should be ready for  &lt;TIME&gt;    
ham,126,0.024,0.024,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon   "
spam,127,0.071,0.157,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO   "
ham,30,0.067,0.167,Host-based IDPS for linux systems.   
spam,99,0.01,0.293,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call   "
ham,22,0.136,0.045,Don no da:)whats you plan?   
ham,24,0.25,0.042,Ill be there on  &lt;#&gt;  ok.   
ham,21,0.095,0.143,Oh my God. I'm almost home   
ham,55,0.036,0.018,Total video converter free download type this in google search:)   
spam,98,0.031,0.133,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.   
ham,146,0.075,0.021,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.   "
ham,48,0.0,0.021,Sounds like something that someone testing me would sayy   
ham,116,0.043,0.043,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.   
ham,75,0.08,0.053,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)   "
ham,89,0.045,0.034,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?   
ham,364,0.038,0.019,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*   "
ham,31,0.032,0.032,Hows the champ just leaving glasgow!   
ham,26,0.269,0.038,K:)all the best:)congrats...   
ham,27,0.074,0.037,I wonder if you'll get this text?   
ham,41,0.073,0.024,I need to come home and give you some good lovin...   
spam,130,0.023,0.023,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.   
ham,36,0.028,0.028,Shall i ask one thing if you dont mistake me.   
ham,32,0.062,0.062,Check wid corect speling i.e. Sarcasm   
spam,133,0.06,0.195,"URGENT! Your Mobile No was awarded a å£2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate   "
ham,32,0.031,0.062,Are you angry with me. What happen dear   
ham,74,0.054,0.027,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.   
ham,13,0.231,0.077,Yup ok thanx...   
ham,25,0.12,0.04,Hi:)cts employee how are you?   
ham,26,0.038,0.038,Pls pls find out from aunt nike.   
ham,116,0.086,0.043,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you   "
ham,26,0.077,0.038,No screaming means shouting..   
ham,30,0.067,0.067,Hey what happen de. Are you alright.   
ham,45,0.0,0.044,Should I have picked up a receipt or something earlier   
ham,25,0.04,0.04,I think chennai well settled?   
ham,37,0.108,0.081,Oh dang! I didn't mean o send that to you! Lol!   
ham,137,0.029,0.015,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th   
ham,27,0.222,0.074,Horrible bf... I now v hungry...   
ham,19,0.105,0.053,Remember on that day..   
spam,123,0.057,0.146,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+   
ham,74,0.068,0.068,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!   
ham,44,0.045,0.068,All sounds good. Fingers . Makes it difficult to type   
ham,21,0.0,0.048,Midnight at the earliest   
ham,98,0.041,0.041,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?   
ham,30,0.033,0.033,K come to nordstrom when you're done   
ham,174,0.075,0.282,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..   
ham,22,0.091,0.045,Now press conference da:)   
spam,131,0.084,0.053,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow   "
